parent_income,assets,family_size,student_earnings,high_school_gpa,college_savings,loan_debt,extracurriculars,volunteer_hours,aid_amount
68511,58793,2,18321,3.6280274637824066,59671,18809,1,231,32095
161991,35299,8,2987,2.2309054557212535,72145,373,1,242,34120
179625,76393,1,19076,2.5586985765731387,24973,1493,1,392,4390
107611,144632,1,454,3.12406295612609,69481,6049,5,231,32221
32391,19298,7,8877,3.2332782852249897,94695,49648,7,301,36087
108952,94829,6,20736,2.1542601844539724,38947,21304,7,71,13491
22043,134429,7,4992,2.793754369063258,9333,16781,8,180,32160
95808,4477,4,12774,3.9611866258024317,9941,32377,5,154,3617
68289,64081,1,11606,3.161830678509679,14133,17716,9,133,35215
43433,5668,1,7126,3.731806630162726,27568,11628,4,228,19371
89123,151495,1,3371,2.785959324825624,47024,15223,0,44,16381
57829,104666,4,27848,3.065437630074962,91914,7021,5,91,46742
161550,181523,3,17302,2.6783894987458767,55652,1181,8,356,20218
109372,155207,6,9604,2.436623599380563,61314,39075,1,165,13001
21886,90360,2,12962,3.7481668155731755,94107,43755,8,283,22395
40490,102429,3,25403,3.5858547517565076,55760,10656,9,51,19493
150030,124904,4,17490,3.2129242466316894,59662,21299,5,133,1425
26121,11607,9,14910,3.6678118350291626,46909,7232,0,51,4507
27295,18097,3,10186,2.994252377249015,48678,33984,8,433,3044
52279,138110,9,9821,2.032596934247668,44753,27536,2,231,41631
92108,102036,2,14357,2.590075192035143,59390,37621,1,203,42323
50621,123501,4,14575,2.251718179653837,69582,44141,8,126,4238
106237,87473,1,17176,3.0373178801177394,58229,42931,1,111,22536
47646,39971,3,24066,3.29417769392989,13410,31033,6,278,39984
27585,56929,9,9555,2.103550079045931,15966,4657,7,74,44415
178564,134919,5,4986,3.683172001580479,6821,5693,8,270,42318
195138,185830,5,11084,3.080393396964478,78623,18313,2,215,44220
172200,109314,6,9660,3.838644319159994,24572,17092,8,421,12470
132450,154208,6,19491,3.3156753812645308,382,5984,2,107,35316
40862,34949,6,12573,3.405575710854765,95893,42961,7,20,32194
165217,70065,8,29468,3.4782309431659595,4166,17858,7,214,12481
199514,11423,5,9109,3.458056178132475,76606,19864,1,337,49862
199891,43691,6,14279,3.7568718427670635,60228,25227,2,201,25630
175333,67641,4,5614,2.8794591377841297,53951,46333,0,276,2076
168713,51243,2,6125,2.0517789531015858,72962,26463,6,344,39325
99275,119213,4,8930,3.634197172717131,71679,25087,9,371,42392
159945,135792,9,15883,2.6099157404676427,46669,46401,2,358,12225
143869,20489,6,4361,3.8106972131826247,99575,27177,6,414,26375
47506,111775,6,18494,3.6209021832464634,10623,41672,3,304,6731
194866,140822,1,16407,3.8644074695580404,23280,12149,0,21,23385
179472,68162,1,20310,2.8018661000520435,14425,48193,0,465,34393
85538,41783,3,21043,2.075055071171443,18921,38618,2,120,24902
29059,26293,2,99,2.080629108153958,57188,29012,2,264,31948
22983,196738,4,13208,3.7184168341655885,24914,40035,7,412,41426
150266,162745,5,24123,2.774046744589903,30470,25338,2,60,12797
165487,158807,9,28981,2.604571281086426,94986,39750,5,128,20331
91389,61067,6,935,3.253359453642437,48197,24348,6,458,31552
180798,2468,5,3455,3.265363589939768,75721,6531,0,4,17031
133599,46509,8,15305,2.634983080826729,7927,19539,9,266,19444
148619,176330,6,11746,2.66059521401364,38510,32297,8,187,34154
101792,111336,2,7817,3.432255089035653,69031,28521,4,60,30397
179590,144746,4,9958,3.4041423449256505,6883,41317,1,143,47156
120710,10322,3,26197,2.058925206412245,52083,27733,1,273,29904
60479,67093,5,17079,3.75036205492555,95326,47718,3,499,49409
83215,182461,8,23465,2.6364920519794435,79297,42800,8,123,27262
129837,157922,2,1726,2.701434166082152,62613,32122,8,295,6226
77644,198802,8,14562,2.7598219558369035,89932,36697,4,188,23927
35699,13675,3,24458,3.0848528568995537,22501,22132,5,312,12776
197231,94139,4,17769,3.2628169991005507,58707,28797,0,432,37801
64170,141815,4,5545,2.6539853244516793,2369,25378,9,226,28724
190846,51189,7,18549,3.5070273893545325,61148,16347,9,472,12095
198017,164885,6,4485,2.2364701994849483,62578,39869,7,343,40166
78452,59504,7,10209,2.9712214586599335,16823,13795,8,127,36460
189906,115699,4,1187,3.36375795351527,54164,41559,3,335,1641
102662,25867,5,10155,3.464858425023378,81202,15934,6,11,16824
150766,183615,7,9547,2.807079947600439,88344,31999,7,313,39076
21651,71899,6,22098,2.690424978837526,37462,19548,0,217,20695
153271,110075,5,15628,2.5553210100178836,99573,46881,5,102,29224
125498,166613,1,28300,2.4915368976109473,6750,22685,6,409,32097
198780,53351,4,22560,3.854230156638062,55447,10698,4,46,43886
67590,71927,2,22919,3.5426570457959454,72315,28381,5,191,31227
49570,67262,8,16786,2.3466929474447875,75890,3593,8,304,21061
184875,158335,3,20160,2.2219243994462183,80697,6058,9,88,1743
79392,140998,2,28200,2.082895908617332,73923,38639,2,109,27299
44867,50352,9,6727,3.9016471247638425,92953,35207,3,88,19225
33448,190756,6,8867,2.8035018051732408,62369,23408,9,254,42500
165558,164638,5,9579,3.2722738536679676,24119,32391,4,265,44638
58443,48914,2,3991,3.481341879941657,66061,2170,2,173,19952
142170,105730,7,3005,2.746253166696927,96837,4866,7,111,47951
81138,92615,9,10873,2.528785314247499,57409,33164,2,309,11367
149346,48198,8,2665,2.8823278744356156,69079,18263,5,349,32970
42025,88474,5,8882,2.424920948734979,62199,25008,0,263,35354
158213,97121,4,20638,3.6009458530748617,56701,31274,4,484,17111
102402,113420,5,25185,3.7285621569891045,46966,33897,7,404,30078
73966,112448,4,15068,3.363304870870728,2650,35193,3,307,34843
59534,134878,2,3691,3.568730130851889,25606,45896,9,422,35862
180307,105222,9,22897,3.489977252893739,43107,43282,2,103,25798
21714,94781,4,777,3.855589198027053,59878,15667,8,396,23975
31512,74606,5,3910,3.82613492763583,83719,19699,9,400,34590
185106,28068,8,13689,3.409353909359771,98381,37885,4,362,23038
162888,14793,3,10275,2.3221769474892704,73297,30259,5,379,45268
105314,115909,2,16424,3.6562656386911447,46808,19820,2,232,33520
26210,121868,1,14265,2.1886900247350276,1242,32365,9,289,5169
195425,155429,8,2674,2.233865754588116,46580,1317,9,172,47547
128826,176102,4,26185,2.7579274263169555,30322,15867,0,356,43117
153465,59331,6,21549,2.923204468531052,85007,37335,2,322,5408
136946,91205,7,6888,2.7405786417072524,34206,39563,1,22,2832
105767,138693,9,16261,3.376621407294282,12704,11897,6,448,28673
85684,107108,1,19384,2.5596315148286015,62966,29108,3,168,21821
134011,42011,9,12941,3.7577237620564286,98593,4588,7,486,36913
147498,42317,1,10770,3.9135171163012727,24720,12724,8,480,33549
60067,59285,6,16940,2.8598241190540783,10652,26487,1,116,41331
57801,199172,9,8833,2.406437085166816,71782,24550,8,381,26781
43417,30726,8,18147,3.9172225370386986,3460,26177,8,473,48998
85330,63579,9,20340,2.5058460733686205,43415,44124,5,439,9593
146185,86958,2,19185,3.2165410173175086,97479,22581,4,102,41200
43382,28988,2,29600,3.4792851783895475,23153,19755,0,45,35521
190742,83787,7,25114,3.8502653762934735,91400,24064,7,252,17094
140873,164902,5,10460,3.0666763395753396,17401,44942,5,73,24439
146339,2421,4,19695,2.452850674954915,646,39305,8,252,33934
42947,183781,9,22539,2.341808304975077,36673,15118,5,123,26266
25375,121982,7,22324,3.297403851358792,30444,21172,0,336,8616
110193,14151,7,7711,3.0607787140167027,37552,20088,4,334,40568
103908,88494,9,27581,3.976821567578985,4080,32314,0,417,37209
185627,36580,7,11405,2.658957783301404,73087,25625,6,148,26566
122009,36058,4,16258,2.225592422216664,84824,42446,1,444,9258
185651,70418,6,5957,3.580329198917383,30551,903,2,246,32856
47820,129555,8,10037,2.1986812643480818,58387,12249,1,233,9214
39020,141558,9,19540,3.815145334558638,82078,20563,9,35,4606
75480,62028,7,7914,2.2006674092197276,32384,17492,3,465,19767
69445,103497,6,461,2.34960629614599,41076,7566,0,126,7554
93768,147515,4,18527,2.7791706143275627,28379,2920,8,131,1258
56140,167896,5,4056,2.628825734489297,13657,3004,7,390,4552
85465,140579,5,28146,2.27620679416279,17862,24833,5,22,49426
179075,62495,2,3405,2.847212483183751,20567,38060,3,60,21715
158005,185851,4,3343,2.770053157586651,75624,35009,7,250,5595
199071,37418,5,11211,2.278051148756096,37505,10305,9,156,49109
61516,61926,9,5510,3.4877115611662894,83772,10909,5,41,9694
149271,7481,1,7679,2.1214245892833685,38443,21253,8,130,7593
137255,63749,5,16466,2.7633814851997354,40015,14392,5,341,36891
116055,171075,2,6525,2.494750595587958,76874,46924,0,237,28290
138755,5918,3,14943,3.4330073483288723,26527,42020,9,480,46894
97452,108788,1,28031,3.4799723068278254,15835,25944,6,373,22721
43520,93428,3,19286,2.5028387466043633,25048,37190,7,337,4376
127070,127919,1,24673,2.911198162128375,44870,20878,8,151,42293
133392,42740,8,12452,3.6219324711013017,57458,7190,1,478,28886
195057,192876,4,24803,3.8600528334911552,81931,32071,2,92,13170
121101,85114,4,28476,2.3491177716006755,15470,26917,8,385,21711
23080,169863,3,22941,3.544814414558791,58924,6135,8,493,25124
65035,156461,5,12683,3.6035296446006218,45663,22167,0,64,21756
107174,127131,6,18065,2.1791749879099935,89146,27481,9,286,22568
85056,118689,5,20270,3.2870022109844816,69311,22410,6,358,20255
74723,172111,4,10545,3.3875483683512084,92541,6056,8,47,40254
120539,120241,3,9367,3.4733477059018076,47341,46128,5,440,16740
118276,66487,2,870,3.197538693241647,30323,9316,9,266,29350
44725,78627,4,11671,3.15918985348154,87897,26685,8,141,9273
134571,21084,4,5412,3.9932621647547153,80749,46094,2,292,45083
150752,58831,8,10941,2.0727420007639665,15664,37340,0,382,31093
54258,114378,5,7764,2.927624896828519,45930,43098,7,470,3864
130259,119692,5,4722,3.7521594531001314,59353,5487,6,147,30714
32342,179692,2,4437,2.4578742875803723,26708,28832,0,237,34060
173261,83303,3,25247,2.0913619906349554,37107,34962,6,395,46568
26687,56652,8,4548,3.7768950415792704,73382,26363,6,45,31900
178799,194245,4,3131,3.494595554502377,91764,1517,8,424,13396
31989,38387,4,11066,2.5786118194718104,97815,21356,7,59,21296
31538,88172,1,1567,3.1786718576703623,20110,22531,7,106,40317
94205,18596,9,1982,2.0038186311575354,1150,44814,3,20,13559
66830,28264,5,26800,2.5503154438964186,91069,14245,8,183,7437
104378,165212,2,27500,2.4002061507459884,30369,5420,4,266,42910
145576,95724,5,21571,2.808694589837102,87828,47898,5,365,27046
42442,5645,7,9646,2.4447367075466806,33898,18007,7,233,16479
58081,107274,1,16807,2.2274627519372405,53817,2713,1,445,48141
162998,90949,1,13396,2.9030436091057954,96755,6236,8,30,46394
107220,189539,1,8960,2.5190237135465727,9246,35113,7,459,23792
170816,3256,5,223,2.4316727028171474,47754,2012,9,272,47716
140579,9081,4,3152,2.0074818151173535,79692,14497,0,68,42228
58429,87253,1,25347,2.278298535091488,33141,36180,3,145,30211
127947,184108,9,9616,2.574743853374268,99809,43149,0,495,22764
27579,86772,5,10357,2.4850526835805766,95296,8284,9,281,18468
176852,37517,7,18642,3.442406615045954,5713,37599,4,26,26011
159503,65353,1,17159,3.4805903300522814,69645,4768,3,148,13052
69110,181155,6,3152,2.1658604074977252,66157,7195,7,143,16531
153077,84213,2,24157,3.6505110230688356,30510,6607,3,205,31683
62404,83539,8,17046,2.191441797393834,24248,6085,2,251,26096
154233,172274,3,3342,2.344203698147224,19655,48249,2,421,14774
61155,63903,8,25148,3.835770481510824,49759,4632,5,195,43185
106789,18077,4,5486,2.224122372731119,22982,16579,1,295,47935
173726,69172,7,19914,2.447706989172657,81433,21683,4,460,4397
47763,100074,1,13033,2.140456996121028,59528,49884,4,166,19349
102517,166901,7,20665,3.31671762289625,73514,15694,7,155,5461
128251,35371,2,1728,3.5291241531903284,68990,45853,7,335,5982
131380,52362,6,24197,3.0866502785295804,25979,10379,9,142,6120
131552,54669,2,20466,3.6611051444886504,88365,34414,7,382,19966
75951,82207,1,2864,2.2969957889128727,80097,40440,5,74,41474
187844,105164,3,15899,3.243230066574484,43679,27878,5,169,29674
55006,161867,1,8569,2.878634929946039,74004,10743,5,289,7138
61625,7897,7,27074,3.1233334763333396,2863,49794,0,292,1812
104874,9768,7,22317,2.991166317236214,38712,19320,5,356,33770
119105,15389,3,17222,2.5196234476173753,76969,20896,2,415,26854
148676,99374,4,4702,2.9860786706632534,8606,43474,9,316,8054
130848,65065,3,22269,2.4595588658081446,6818,5098,8,364,7535
85719,101656,9,16346,2.724723636511876,54984,16053,5,267,40327
23831,3114,4,15154,2.614805907198253,37412,26644,7,346,24014
87642,116204,7,25105,3.5539161128408523,95293,32051,0,382,49039
165746,168232,7,17170,2.5327138769786055,13194,32604,7,112,33866
71474,45104,8,18390,3.637257853751909,61942,21682,1,59,4166
109128,31438,3,28772,3.1520010132985004,60759,22138,0,393,1842
144514,131311,3,12586,3.6352059744265546,81572,44275,1,367,2659
67142,198034,2,11207,2.6811991097213914,78911,23124,7,431,44480
85909,152748,8,27607,2.7212794819321475,81149,26956,3,421,3642
188764,3927,8,1279,2.4613169792685543,78667,22863,3,351,35299
161888,173407,6,8059,2.135922368746039,43818,38305,8,210,33871
199909,64574,3,11858,3.596180686720981,99371,36793,5,328,22254
192483,84236,4,17993,2.726457281107444,70575,45337,4,353,11631
185165,162325,4,11868,3.3190206289700885,9342,7765,2,231,43564
30975,71280,5,28514,3.0289904988766545,70521,35465,7,155,25574
87728,143410,6,17679,2.1299260773268847,40506,17282,6,425,1819
148031,68142,2,1279,2.7690057919986795,66842,1747,1,428,22472
105708,126130,5,8746,2.5912882826290247,40953,47756,9,430,32299
109098,38767,4,25763,2.3688390865057096,12244,49313,5,271,29737
137384,178113,2,3362,2.55052731793257,21387,18211,0,462,9750
179092,67153,9,6551,3.2452089459444715,94465,22363,0,238,39135
56759,142307,5,2494,3.609437403816245,86138,21700,2,332,27573
73354,123593,6,18404,2.018066709647882,86601,6093,1,192,7076
74012,71932,1,21827,3.2604716550500967,79612,18541,2,209,44684
109336,71009,3,12707,2.0529726452617365,52131,26769,9,387,46061
76452,23711,7,21511,3.896110514395913,59877,41118,0,242,34156
92840,120282,9,6147,3.815072331010101,72296,29374,1,257,28654
91853,177393,6,9642,3.886983385787791,66288,37235,7,222,14342
35288,97878,3,19773,2.192537404190173,48343,2925,9,200,42410
186624,112871,8,480,2.8346415987863534,77145,13322,4,182,19980
156794,175739,2,16760,2.4839002167273754,96936,42226,9,33,19155
92902,43832,3,29516,2.4968157200921217,4408,12520,6,121,32309
49109,142132,2,19205,3.4675272942314863,81052,35561,7,343,49245
98927,57534,9,24988,2.8666762042992566,58492,15740,4,144,17337
181830,129741,1,23727,3.9552364456763254,76091,1643,0,451,12796
97277,164657,3,4104,3.4940636894230614,68926,42869,3,168,11862
114843,12048,6,7492,2.296870461844585,38546,43032,9,311,16944
102646,116640,6,1386,2.7888425190234436,91354,10501,0,273,25174
75687,183721,9,18276,2.504235447779516,827,45189,4,411,5757
28515,129953,1,11509,2.6652430786292927,575,48879,3,36,46398
77883,170690,8,25558,3.2726969815640574,95136,19516,6,80,44048
38437,100110,1,27026,2.4519970321955977,24187,48326,9,52,38010
138590,161202,3,22131,2.421540762956425,30751,12912,8,329,29868
132174,176831,4,13455,2.2240662801778157,95428,2182,1,331,39219
136526,99712,7,3365,2.1887662445432863,93605,7220,9,448,4977
101429,21605,9,23678,3.760756970830883,84308,17058,3,390,31755
80086,70544,1,11007,2.5644568329213784,76986,45799,9,387,49212
146348,126399,4,12835,3.716031009498445,47192,15800,8,396,10061
54715,43458,2,7975,2.193237987937831,50809,22328,8,232,9476
130964,49477,5,970,2.3278199907462565,13284,19895,2,98,13231
137029,11799,1,6033,3.4936703351581535,1990,14161,3,477,19432
103637,59092,1,4117,2.584936168895941,51556,40848,3,411,46097
187981,13065,6,28789,3.545940473538834,86120,16287,0,44,2443
103704,150790,7,15085,3.4232655206866953,70184,36985,5,483,12412
65080,63633,6,7826,2.163336700320392,27043,5811,7,88,23855
93824,1934,8,561,2.587821213939445,24506,4452,4,183,27768
141577,23904,5,12004,2.7712673029622907,36296,24780,4,407,9682
149835,167840,4,21340,3.215371466295845,97019,16877,7,117,23151
34772,122735,8,479,3.65552727419637,51911,2507,7,72,45336
48123,128719,2,15423,2.5905996134815816,75830,30558,9,339,41201
196868,58377,3,16440,2.7979729874003327,74408,48757,1,183,32014
160027,156115,8,13126,2.2989215035524233,41696,9462,2,229,8273
152389,71786,5,2720,2.375313768649583,59433,21743,9,284,9391
40325,180090,1,21763,2.898893878043374,57852,19371,0,377,47129
181158,52965,4,8987,2.9992972842925623,14261,13675,7,103,5607
55205,152731,4,25587,3.994363737389135,11246,41412,8,324,4684
181622,42147,1,8649,3.9198546712844764,72508,34837,9,485,21250
116585,98474,4,17835,2.913625369355137,26871,31345,1,141,25458
147155,32251,2,15078,2.214129872503694,93227,35973,5,367,25601
163973,27136,6,25343,2.227608083233166,34387,21208,6,343,38089
54566,29138,3,15935,3.252092387383012,78325,10805,3,74,47950
65417,11893,8,29253,3.795496869883222,40069,35551,2,381,48054
199197,197157,7,17245,2.883975476269284,385,11538,8,35,21439
43046,179590,8,1680,2.619055960462325,98938,22574,1,434,12246
20872,164238,9,12153,2.57018551854403,1956,41253,4,206,28524
138884,5232,7,2121,2.158150655736829,44028,5985,2,286,22165
117692,153769,4,20796,2.36593477909444,11732,12451,2,363,2600
78156,52961,6,3072,3.711614141847248,83787,32372,5,181,8765
94010,70859,9,13746,3.187856387026512,90244,37192,7,82,30711
151820,68816,5,10656,3.5444782444608225,97740,26613,8,408,31040
118303,40128,6,28326,2.422478825110406,20426,39872,7,17,39739
143319,193631,7,23489,2.8291311892176996,40078,45386,3,56,22195
126063,155260,6,5931,2.02908490410199,41018,40222,7,128,43349
52644,65524,3,27269,2.2568232462859914,69960,14818,8,7,31303
40375,83476,4,10640,2.7417248438337145,14553,21593,9,215,27406
158517,52161,8,27132,2.2877928745267617,90253,6530,5,46,24283
148438,125325,3,16557,2.019485069397507,809,45184,7,331,22595
132225,25746,1,10255,2.3413062930701223,4630,33668,8,55,22858
42664,66605,9,8995,3.9505489473782545,8429,37194,2,437,27295
76998,97577,4,12778,3.9551003860985228,18314,16383,5,430,26395
79036,50335,8,29780,2.7318459573202354,50933,22495,8,209,43975
49118,150980,2,9628,2.3929452240708837,26920,20786,5,233,27450
32996,160629,4,8955,2.900682298158827,12692,2709,6,203,8457
138825,78520,8,14497,2.1573563868015895,99693,5537,9,434,18792
53710,199665,7,18945,3.279173074984551,51538,49160,1,153,2019
96197,180762,8,20149,3.2747550343197527,38170,41769,8,19,29988
101303,58040,3,25603,3.0701365368007103,70148,25997,8,492,48921
126836,18552,4,4323,2.802973229230962,46604,40534,1,215,44122
193590,146047,2,28867,3.863790489546922,30744,32471,3,234,27340
172154,151905,1,18092,3.4542957523236684,34917,16478,2,318,9030
117058,58391,3,7782,2.260799463793523,57169,7650,0,10,18042
92262,18356,4,14976,2.96281845028238,21673,33545,7,170,29116
